timestamp,open,high,low,close,volume
2017-10-12,2552.8799,2555.3301,2548.3101,2550.9299,3151510000
2017-10-11,2550.6201,2555.2400,2547.9500,2555.2400,2976090000
2017-10-10,2549.9900,2555.2300,2544.8601,2550.6399,2960500000
2017-10-09,2551.3899,2551.8201,2541.6001,2544.7300,2483970000
2017-10-06,2547.4399,2549.4099,2543.7900,2549.3301,2884570000
2017-10-05,2540.8601,2552.5100,2540.0200,2552.0701,3045120000
2017-10-04,2533.4800,2540.5300,2531.8000,2537.7400,3017120000
2017-10-03,2530.3401,2535.1299,2528.8501,2534.5801,3068850000
2017-10-02,2521.2000,2529.2300,2520.3999,2529.1201,3199730000
2017-09-29,2509.9600,2519.4399,2507.9900,2519.3601,3211920000
2017-09-28,2503.4099,2510.8101,2502.9299,2510.0601,3168620000
2017-09-27,2503.3000,2511.7500,2495.9099,2507.0400,3456030000
2017-09-26,2501.0400,2503.5100,2495.1201,2496.8401,3043110000
2017-09-25,2499.3899,2502.5400,2488.0300,2496.6599,3297890000
2017-09-22,2497.2600,2503.4700,2496.5400,2502.2200,2865960000
2017-09-21,2507.1599,2507.1599,2499.0000,2500.6001,2930860000
2017-09-20,2506.8401,2508.8501,2496.6699,2508.2400,3530010000
2017-09-19,2506.2900,2507.8401,2503.1899,2506.6499,3249100000
2017-09-18,2502.5100,2508.3201,2499.9199,2503.8701,3194300000
2017-09-15,2495.6699,2500.2300,2493.1599,2500.2300,4853170000
2017-09-14,2494.5601,2498.4299,2491.3501,2495.6201,3414460000
2017-09-13,2493.8899,2498.3701,2492.1399,2498.3701,3368050000
2017-09-12,2491.9399,2496.7700,2490.3701,2496.4800,3230920000
2017-09-11,2474.5200,2488.9500,2474.5200,2488.1101,3291760000
2017-09-08,2462.2500,2467.1101,2459.3999,2461.4299,3302490000
2017-09-07,2468.0601,2468.6201,2460.2900,2465.1001,3353930000
2017-09-06,2463.8301,2469.6399,2459.2000,2465.5400,3374410000
2017-09-05,2470.3501,2471.9700,2446.5500,2457.8501,3490260000
2017-09-01,2474.4199,2480.3799,2473.8501,2476.5500,2710730000
2017-08-31,2462.6499,2475.0100,2462.6499,2471.6499,3348110000
2017-08-30,2446.0601,2460.3101,2443.7700,2457.5901,2633660000
2017-08-29,2431.9399,2449.1899,2428.2000,2446.3000,2737580000
2017-08-28,2447.3501,2449.1201,2439.0300,2444.2400,2677700000
2017-08-25,2444.7200,2453.9600,2442.2200,2443.0500,2588780000
2017-08-24,2447.9099,2450.3899,2436.1899,2438.9700,2846590000
2017-08-23,2444.8799,2448.9099,2441.4199,2444.0400,2785290000
2017-08-22,2433.7500,2454.7700,2433.6699,2452.5100,2777490000
2017-08-21,2425.5000,2430.5801,2417.3501,2428.3701,2788150000
2017-08-18,2427.6399,2440.2700,2420.6899,2425.5500,3415680000
2017-08-17,2462.9500,2465.0200,2430.0100,2430.0100,3142620000
2017-08-16,2468.6299,2474.9299,2463.8601,2468.1101,2953650000
2017-08-15,2468.6599,2468.8999,2461.6101,2464.6101,2913100000
2017-08-14,2454.9600,2468.2200,2454.9600,2465.8401,2822550000
2017-08-11,2441.0400,2448.0901,2437.8501,2441.3201,3159930000
2017-08-10,2465.3799,2465.3799,2437.7500,2438.2100,3621070000
2017-08-09,2465.3501,2474.4099,2462.0801,2474.0200,3308060000
2017-08-08,2478.3501,2490.8701,2470.3201,2474.9199,3344640000
2017-08-07,2477.1399,2480.9500,2475.8799,2480.9099,2931780000
2017-08-04,2476.8799,2480.0000,2472.0801,2476.8301,3235140000
2017-08-03,2476.0300,2476.0300,2468.8501,2472.1599,3645020000
2017-08-02,2480.3799,2480.3799,2466.4800,2477.5701,3478580000
2017-08-01,2477.1001,2478.5100,2471.1399,2476.3501,3460860000
2017-07-31,2475.9399,2477.9600,2468.5300,2470.3000,3469210000
2017-07-28,2469.1201,2473.5300,2464.6599,2472.1001,3294770000
