timestamp,open,high,low,close,volume
2017-12-18,2685.9199,2694.9700,2685.9199,2690.1599,2173508052
2017-12-15,2660.6299,2679.6299,2659.1399,2675.8101,5723920000
2017-12-14,2665.8701,2668.0901,2652.0100,2652.0100,3430030000
2017-12-13,2667.5901,2671.8799,2662.8501,2662.8501,3542370000
2017-12-12,2661.7300,2669.7200,2659.7800,2664.1101,3555680000
2017-12-11,2652.1899,2660.3301,2651.4700,2659.9900,3091950000
2017-12-08,2646.2100,2651.6499,2644.1001,2651.5000,3106150000
2017-12-07,2628.3799,2640.9900,2626.5300,2636.9800,3292400000
2017-12-06,2626.2400,2634.4099,2624.7500,2629.2700,3229000000
2017-12-05,2639.7800,2648.7200,2627.7300,2629.5701,3539040000
2017-12-04,2657.1899,2665.1899,2639.0300,2639.4399,4023150000
2017-12-01,2645.1001,2650.6201,2605.5200,2642.2200,3942320000
2017-11-30,2633.9299,2657.7400,2633.9299,2647.5801,4938490000
2017-11-29,2627.8201,2634.8899,2620.3201,2626.0701,4078280000
2017-11-28,2605.9399,2627.6899,2605.4399,2627.0400,3488420000
2017-11-27,2602.6599,2606.4099,2598.8701,2601.4199,3006860000
2017-11-24,2600.4199,2604.2100,2600.4199,2602.4199,1349780000
2017-11-22,2600.3101,2600.9399,2595.2300,2597.0801,2762950000
2017-11-21,2589.1699,2601.1899,2589.1699,2599.0300,3332720000
2017-11-20,2579.4900,2584.6399,2578.2400,2582.1399,3003540000
2017-11-17,2582.9399,2583.9600,2577.6201,2578.8501,3300160000
2017-11-16,2572.9500,2590.0901,2572.9500,2585.6399,3312710000
2017-11-15,2569.4500,2572.8401,2557.4500,2564.6201,3558890000
2017-11-14,2577.7500,2579.6599,2566.5601,2578.8701,3641760000
2017-11-13,2576.5300,2587.6599,2574.4800,2584.8401,3402930000
2017-11-10,2580.1799,2583.8101,2575.5701,2582.3000,3486910000
2017-11-09,2584.0000,2586.5000,2566.3301,2584.6201,3831610000
2017-11-08,2588.7100,2595.4700,2585.0200,2594.3799,3899360000
2017-11-07,2592.1101,2597.0200,2584.3501,2590.6399,3809650000
2017-11-06,2587.4700,2593.3799,2585.6599,2591.1299,3539080000
2017-11-03,2581.9299,2588.4199,2576.7700,2587.8401,3567710000
2017-11-02,2579.4600,2581.1101,2566.1699,2579.8501,4048270000
2017-11-01,2583.2100,2588.3999,2574.9199,2579.3601,3813180000
2017-10-31,2575.9900,2578.2900,2572.1499,2575.2600,3827230000
2017-10-30,2577.7500,2580.0300,2568.2500,2572.8301,3658870000
2017-10-27,2570.2600,2582.9800,2565.9399,2581.0701,3887110000
2017-10-26,2560.0801,2567.0701,2559.8000,2560.3999,3869050000
2017-10-25,2566.5200,2567.3999,2544.0000,2557.1499,3874510000
2017-10-24,2568.6599,2572.1799,2565.5801,2569.1299,3427330000
2017-10-23,2578.0801,2578.2900,2564.3301,2564.9800,3211710000
2017-10-20,2567.5601,2575.4399,2567.5601,2575.2100,3384650000
2017-10-19,2553.3899,2562.3601,2547.9199,2562.1001,2990710000
2017-10-18,2562.8701,2564.1101,2559.6699,2561.2600,2998090000
2017-10-17,2557.1699,2559.7100,2554.6899,2559.3601,2889390000
2017-10-16,2555.5701,2559.4700,2552.6399,2557.6399,2916020000
2017-10-13,2555.6599,2557.6499,2552.0901,2553.1699,3149440000
