,timestamp,close
0,2017-12-20,131.33
1,2017-12-19,132.02
2,2017-12-18,132.08
3,2017-12-15,129.57
4,2017-12-14,127.58
5,2017-12-13,130.1
6,2017-12-12,130.36
7,2017-12-11,131.14
8,2017-12-08,130.6
9,2017-12-07,129.08
10,2017-12-06,127.48
11,2017-12-05,127.99
12,2017-12-04,129.35
13,2017-12-01,132.15
14,2017-11-30,134.32
15,2017-11-29,131.95
16,2017-11-28,136.89
17,2017-11-27,136.23
18,2017-11-24,137.06
19,2017-11-22,135.25
20,2017-11-21,136.7
21,2017-11-20,135.4
22,2017-11-17,136.21
23,2017-11-16,135.33
24,2017-11-15,134.54
25,2017-11-14,137.65
26,2017-11-13,143.37
27,2017-11-10,140.62
28,2017-11-09,140.84
29,2017-11-08,144.58
30,2017-11-07,143.13
31,2017-11-06,141.97
32,2017-11-03,140.04
33,2017-11-02,136.91
34,2017-11-01,142.33
35,2017-10-31,140.89
36,2017-10-30,139.51
37,2017-10-27,139.08
38,2017-10-26,139.04
39,2017-10-25,138.5
40,2017-10-24,138.72
41,2017-10-23,138.53
42,2017-10-20,140.78
43,2017-10-19,139.49
44,2017-10-18,139.66
45,2017-10-17,139.41
46,2017-10-16,140.16
47,2017-10-13,138.94
48,2017-10-12,137.3
49,2017-10-11,137.42
50,2017-10-10,137.77
51,2017-10-09,136.55
52,2017-10-06,137.19
53,2017-10-05,139.66
54,2017-10-04,138.22
55,2017-10-03,137.42
56,2017-10-02,136.62
57,2017-09-29,136.31
58,2017-09-28,132.32
59,2017-09-27,130.02
60,2017-09-26,128.42
61,2017-09-25,128.89
62,2017-09-22,134.29
63,2017-09-21,134.89
64,2017-09-20,136.08
65,2017-09-19,134.65
66,2017-09-18,131.02
67,2017-09-15,127.29
68,2017-09-14,126.0
69,2017-09-13,125.6
70,2017-09-12,124.64
71,2017-09-11,123.85
72,2017-09-08,118.28
73,2017-09-07,118.09
74,2017-09-06,118.66
75,2017-09-05,116.67
76,2017-09-01,118.63
77,2017-08-31,116.26
78,2017-08-30,115.17
79,2017-08-29,114.46
80,2017-08-28,115.43
81,2017-08-25,114.95
82,2017-08-24,114.86
83,2017-08-23,115.39
84,2017-08-22,115.82
85,2017-08-21,113.48
86,2017-08-18,112.59
87,2017-08-17,112.11
88,2017-08-16,113.42
89,2017-08-15,111.88
90,2017-08-14,110.83
91,2017-08-11,109.36
92,2017-08-10,110.95
93,2017-08-09,113.16
94,2017-08-08,115.41
95,2017-08-07,123.08
96,2017-08-04,119.6
97,2017-08-03,118.8
98,2017-08-02,119.45
99,2017-08-01,117.43
100,2017-07-31,115.8
101,2017-07-28,116.5
102,2017-07-27,116.37
103,2017-07-26,117.2
104,2017-07-25,118.8
105,2017-07-24,118.6
106,2017-07-21,118.34
107,2017-07-20,117.91
108,2017-07-19,119.16
109,2017-07-18,117.73
110,2017-07-17,116.86
111,2017-07-14,117.57
112,2017-07-13,117.68
113,2017-07-12,116.54
114,2017-07-11,112.95
115,2017-07-10,111.34
116,2017-07-07,109.99
117,2017-07-06,108.05
118,2017-07-05,108.02
119,2017-07-03,106.03
120,2017-06-30,105.54
121,2017-06-29,104.67
122,2017-06-28,106.92
123,2017-06-27,104.47
124,2017-06-26,105.02
125,2017-06-23,104.85
126,2017-06-22,105.2
127,2017-06-21,106.19
128,2017-06-20,107.74
129,2017-06-19,108.33
130,2017-06-16,108.09
131,2017-06-15,106.05
132,2017-06-14,109.27
133,2017-06-13,112.66
134,2017-06-12,111.19
135,2017-06-09,115.4
136,2017-06-08,114.27
137,2017-06-07,112.8
138,2017-06-06,112.68
139,2017-06-05,113.61
140,2017-06-02,114.09
141,2017-06-01,113.36
142,2017-05-31,113.6
143,2017-05-30,112.46
144,2017-05-26,112.86
145,2017-05-25,112.59
146,2017-05-24,112.05
147,2017-05-23,111.71
148,2017-05-22,110.58
149,2017-05-19,110.32
150,2017-05-18,110.0
151,2017-05-17,110.54
152,2017-05-16,112.37
153,2017-05-15,112.05
154,2017-05-12,110.38
155,2017-05-11,110.74
156,2017-05-10,110.57
157,2017-05-09,109.33
158,2017-05-08,109.56
159,2017-05-05,110.01
160,2017-05-04,108.71
161,2017-05-03,107.65
162,2017-05-02,108.38
163,2017-05-01,109.39
164,2017-04-28,108.91
165,2017-04-27,108.18
166,2017-04-26,108.3
167,2017-04-25,108.09
168,2017-04-24,106.83
169,2017-04-21,105.1
170,2017-04-20,105.52
171,2017-04-19,105.84
172,2017-04-18,105.77
173,2017-04-17,104.63
174,2017-04-13,103.62
175,2017-04-12,104.12
176,2017-04-11,105.61
177,2017-04-10,104.86
178,2017-04-07,105.94
179,2017-04-06,106.03
180,2017-04-05,105.21
181,2017-04-04,105.5
182,2017-04-03,105.03
183,2017-03-31,105.64
184,2017-03-30,105.14
185,2017-03-29,105.04
186,2017-03-28,104.88
187,2017-03-27,104.6
188,2017-03-24,104.45
189,2017-03-23,105.15
190,2017-03-22,105.22
191,2017-03-21,104.25
192,2017-03-20,106.07
193,2017-03-17,106.21
194,2017-03-16,104.01
195,2017-03-15,105.22
196,2017-03-14,103.95
197,2017-03-13,104.5
198,2017-03-10,103.05
199,2017-03-09,102.5
200,2017-03-08,102.74
201,2017-03-07,103.79
202,2017-03-06,102.11
203,2017-03-03,104.77
204,2017-03-02,103.06
205,2017-03-01,102.66
206,2017-02-28,101.51
207,2017-02-27,92.46
208,2017-02-24,92.93
209,2017-02-23,92.41
210,2017-02-22,92.44
211,2017-02-21,93.78
212,2017-02-17,91.92
213,2017-02-16,92.41
214,2017-02-15,92.76
215,2017-02-14,91.19
216,2017-02-13,94.75
217,2017-02-10,93.7
218,2017-02-09,93.91
219,2017-02-08,94.35
220,2017-02-07,92.8
221,2017-02-06,94.29
222,2017-02-03,94.27
223,2017-02-02,92.91
224,2017-02-01,93.41
225,2017-01-31,92.64
226,2017-01-30,94.57
227,2017-01-27,95.42
228,2017-01-26,95.48
229,2017-01-25,94.0
230,2017-01-24,95.55
231,2017-01-23,93.7
232,2017-01-20,93.36
233,2017-01-19,93.05
234,2017-01-18,92.6
235,2017-01-17,94.35
236,2017-01-13,94.0
237,2017-01-12,93.75
238,2017-01-11,93.3
239,2017-01-10,89.88
240,2017-01-09,90.48
241,2017-01-06,90.81
242,2017-01-05,90.39
243,2017-01-04,90.7
244,2017-01-03,88.05
245,2016-12-30,86.08
246,2016-12-29,87.07
247,2016-12-28,86.58
248,2016-12-27,89.01
249,2016-12-23,88.82
250,2016-12-22,88.42
251,2016-12-21,89.28
252,2016-12-20,89.34
253,2016-12-19,89.0
254,2016-12-16,89.23
255,2016-12-15,89.82
256,2016-12-14,89.94
257,2016-12-13,91.12
258,2016-12-12,91.32
259,2016-12-09,90.69
260,2016-12-08,91.8
261,2016-12-07,88.8
262,2016-12-06,86.32
263,2016-12-05,86.28
264,2016-12-02,84.86
265,2016-12-01,85.65
266,2016-11-30,87.78
267,2016-11-29,85.95
268,2016-11-28,83.96
269,2016-11-25,84.0
270,2016-11-23,83.88
271,2016-11-22,84.3
272,2016-11-21,83.85
273,2016-11-18,82.46
274,2016-11-17,82.97
275,2016-11-16,81.55
276,2016-11-15,80.12
277,2016-11-14,77.08
278,2016-11-11,80.43
279,2016-11-10,81.52
280,2016-11-09,80.42
281,2016-11-08,82.75
282,2016-11-07,86.28
283,2016-11-04,83.48
284,2016-11-03,83.8
285,2016-11-02,82.25
286,2016-11-01,82.9
287,2016-10-31,83.55
288,2016-10-28,82.91
289,2016-10-27,82.05
290,2016-10-26,81.09
291,2016-10-25,82.1
292,2016-10-24,83.36
293,2016-10-21,82.2
294,2016-10-20,83.02
295,2016-10-19,82.59
296,2016-10-18,81.66
297,2016-10-17,81.26
298,2016-10-14,80.86
299,2016-10-13,80.44
300,2016-10-12,81.15
301,2016-10-11,81.72
302,2016-10-10,83.48
303,2016-10-07,82.37
304,2016-10-06,83.64
305,2016-10-05,83.44
306,2016-10-04,82.62
307,2016-10-03,84.83
308,2016-09-30,85.49
309,2016-09-29,83.15
310,2016-09-28,84.87
311,2016-09-27,82.75
312,2016-09-26,81.7
313,2016-09-23,80.75
314,2016-09-22,81.2
315,2016-09-21,80.19
316,2016-09-20,76.79
317,2016-09-19,77.64
318,2016-09-16,76.73
319,2016-09-15,77.25
320,2016-09-14,75.72
321,2016-09-13,76.09
322,2016-09-12,77.44
323,2016-09-09,76.82
324,2016-09-08,80.92
325,2016-09-07,82.95
326,2016-09-06,83.04
327,2016-09-02,81.96
328,2016-09-01,81.3
329,2016-08-31,79.97
330,2016-08-30,81.73
331,2016-08-29,82.75
